ID Anggota,Kode Buku,Judul,Kode Klasifikasi,Nama Klasifikasi,Tanggal Pinjam,Tanggal Kembali,Bulan Peminjaman,Status peminjaman
2204010050,KB-920204,Akuntansi perpajakan,657,Ilmu-ilmu terapan,2024-03-08,2024-03-15,Maret,Telah Kembali
2204010061,KB-671839,Akuntansi pajak ed.6,657,Ilmu-ilmu terapan,2024-03-08,2024-03-15,Maret,Telah Kembali
2204010083,KB-671839,Akuntansi pajak ed.6,657,Ilmu-ilmu terapan,2024-03-08,2024-03-15,Maret,Telah Kembali
2203020010,KB-793353,PENGANTAR RISET OPERASI EDISI 3,651,Ilmu-ilmu terapan,2024-03-08,2024-03-15,Maret,Telah Kembali
2203020028,KB-793353,PENGANTAR RISET OPERASI EDISI 3,651,Ilmu-ilmu terapan,2024-03-08,2024-03-15,Maret,Telah Kembali
2203020010,KB-472296,Belajar dan Pembelajaran,371,Ilmu-ilmu sosial,2024-03-08,2024-03-15,Maret,Telah Kembali
2203020010,KB-472296,Belajar dan Pembelajaran,371,Ilmu-ilmu sosial,2024-03-08,2024-03-15,Maret,Telah Kembali
2203020010,KB-472296,Belajar dan Pembelajaran,371,Ilmu-ilmu sosial,2024-03-08,2024-03-15,Maret,Telah Kembali
2203020010,KB-447571,Evaluasi dan asesmen pembelajaran,371,Ilmu-ilmu sosial,2024-03-08,2024-03-15,Maret,Telah Kembali
2203020032,KB-820908,Evaluasi pembelajaran,371,Ilmu-ilmu sosial,2024-03-08,2024-03-15,Maret,Telah Kembali
2203020032,KB-940495,EVALUASI PEMBELAJARAN,371,Ilmu-ilmu sosial,2024-03-08,2024-03-15,Maret,Telah Kembali
2005040002,KB-175306,Accounting- Indonesia adaptation Pengantar akuntansi adaptasi indonesia,657,Ilmu-ilmu terapan,2024-03-08,2024-03-15,Maret,Telah Kembali
2103010069,KB-614490,Metodologi penelitian pendidikan,371,Ilmu-ilmu sosial,2024-03-07,2024-03-14,Maret,Telah Kembali
2103010069,KB-614490,Metodologi penelitian pendidikan,371,Ilmu-ilmu sosial,2024-03-07,2024-03-14,Maret,Telah Kembali
2103010069,KB-614490,Metodologi penelitian pendidikan,371,Ilmu-ilmu sosial,2024-03-07,2024-03-14,Maret,Telah Kembali
2103010037,KB-695040,micro teaching disertai dengan pedoman pengalaman lapangan,371,Ilmu-ilmu sosial,2024-03-07,2024-03-14,Maret,Telah Kembali
2303040017,KB-444236,Perang siasat kimia praktis,523,Ilmu-ilmu murni,2024-03-07,2024-03-14,Maret,Telah Kembali
2303040017,KB-084410,Kimia lingkungan,577,Ilmu-ilmu murni,2024-03-07,2024-03-14,Maret,Telah Kembali
2303040017,KB-084410,Kimia lingkungan,577,Ilmu-ilmu murni,2024-03-07,2024-03-14,Maret,Telah Kembali
2303010017,KB-043227,MENYIMAK SEBAGAI SUATU KETERAMPILAN BERBAHASA,415,Bahasa,2024-03-07,2024-03-14,Maret,Telah Kembali
2204020010,KB-378155,Akuntansi manajemen edisi 3 revisi,657,Ilmu-ilmu terapan,2024-03-07,2024-03-14,Maret,Telah Kembali
2303010026,KB-860339,Seni bahagia menjadi introver,150,Filsafat,2024-03-07,2024-03-14,Maret,Telah Kembali
2303010026,KB-446429,A thousand stars for nathan,808,Kesusastraan,2024-03-07,2024-03-14,Maret,Telah Kembali
2303010021,KB-738882,Mereka bukan anakku jalinan kasih yang tersisih,813,Kesusastraan,2024-03-07,2024-03-14,Maret,Telah Kembali
2303010021,KB-405382,Brian tracy the psychology of selling : lipat gandakan penjualan anda di pasar mana pun,151,Filsafat,2024-03-07,2024-03-14,Maret,Telah Kembali
2303080090,KB-234436,Cara mudah kuasai grammar,425,Bahasa,2024-03-07,2024-03-14,Maret,Telah Kembali
2303080090,KB-099546,CARA CEPAT MENGUASAI GRAMMAR TANPA RIBET,425,Bahasa,2024-03-07,2024-03-14,Maret,Telah Kembali
2303080090,KB-105373,English Skills Booster Grammar Tenses Vocabulary Conversation : Modul Komplet Untuk Latihan Autodidak Bahasa Inggris,425,Bahasa,2024-03-07,2024-03-14,Maret,Telah Kembali
2303050046,KB-234436,Cara mudah kuasai grammar,425,Bahasa,2024-03-07,2024-03-14,Maret,Telah Kembali
2205010081,KB-024313,PERBANDINGAN SISTEM PEMERINTAHAN,320,Ilmu-ilmu sosial,2024-03-07,2024-03-14,Maret,Telah Kembali
2205010081,KB-064384,KEBIJAKAN SEKTOR PUBLIK,352,Ilmu-ilmu sosial,2024-03-07,2024-03-14,Maret,Telah Kembali
197805022011062126,KB-333371,Pedoman umum EYD dan dasar umum pembentukan istilah,411,Bahasa,2024-03-07,2024-09-03,Maret,Telah Kembali
197805022011062126,KB-630545,Teori Akuntansi,657,Ilmu-ilmu terapan,2024-03-07,2024-09-03,Maret,Telah Kembali
197805022011062126,KB-630545,Teori Akuntansi,657,Ilmu-ilmu terapan,2024-03-07,2024-09-03,Maret,Telah Kembali
197805022011062126,KB-630545,Teori Akuntansi,657,Ilmu-ilmu terapan,2024-03-07,2024-09-03,Maret,Telah Kembali
197805022011062126,KB-630545,Teori Akuntansi,657,Ilmu-ilmu terapan,2024-03-07,2024-09-03,Maret,Telah Kembali
2203010015,KB-840377,Statistik pendidikan,370,Ilmu-ilmu sosial,2024-03-07,2024-03-14,Maret,Telah Kembali
2203010015,KB-840377,Statistik pendidikan,370,Ilmu-ilmu sosial,2024-03-07,2024-03-14,Maret,Telah Kembali
2203010015,KB-684667,PENGAJARAN PRAGMATIK,400,Bahasa,2024-03-07,2024-03-14,Maret,Telah Kembali
2203010015,KB-474155,Perencanaan pembelajaran,371,Ilmu-ilmu sosial,2024-03-07,2024-03-14,Maret,Telah Kembali
2203010085,KB-298488,MEMBACA SEBAGAI SUATU KETERAMPILAN BERBAHASA,400,Bahasa,2024-03-07,2024-03-14,Maret,Telah Kembali
2203010085,KB-442757,PENGANTAR SEMANTIK BAHASA INDONESIA,400,Bahasa,2024-03-07,2024-03-14,Maret,Telah Kembali
2203010085,KB-496323,Psikolinguistik,402,Bahasa,2024-03-07,2024-03-14,Maret,Telah Kembali
2203010085,KB-496323,Psikolinguistik,402,Bahasa,2024-03-07,2024-03-14,Maret,Telah Kembali
2203010085,KB-496323,Psikolinguistik,402,Bahasa,2024-03-07,2024-03-14,Maret,Telah Kembali
2003010055,KB-412240,PSIKOLOGI SASTRA,801,Kesusastraan,2024-03-07,2024-03-14,Maret,Telah Kembali
2003010055,KB-369285,Dasar-dasar psikosastra,810,Kesusastraan,2024-03-07,2024-03-14,Maret,Telah Kembali
2003010055,KB-369285,Dasar-dasar psikosastra,810,Kesusastraan,2024-03-07,2024-03-14,Maret,Telah Kembali
2003010055,KB-800060,Psikologi perkembangan fungsi dan teori,150,Filsafat,2024-03-07,2024-03-14,Maret,Telah Kembali
2104020127,KB-839115,Manajemen pemasaran jilid 2,658,Ilmu-ilmu terapan,2024-03-07,2024-03-14,Maret,Telah Kembali
2104020127,KB-728326,Metode Penelitian Bisnis,1,Karya umum,2024-03-07,2024-03-14,Maret,Telah Kembali
2303020035,KB-344183,Aljabar dan Kalkulus,512,Ilmu-ilmu murni,2024-03-07,2024-03-14,Maret,Telah Kembali
2104010022,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010022,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010022,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010022,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010022,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010022,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010022,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010022,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010022,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010022,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010022,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010022,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010022,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010022,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010022,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010022,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010097,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010097,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010097,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010097,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010097,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010097,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010097,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010097,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2305170131,KB-547016,KUHAP dan KUHP,345,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2305170131,KB-547016,KUHAP dan KUHP,345,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2305170131,KB-922111,Hukum acara pidana,345,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2305170133,KB-547016,KUHAP dan KUHP,345,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2305170133,KB-547016,KUHAP dan KUHP,345,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2305170133,KB-922111,Hukum acara pidana,345,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2305170133,,KUHP KITAB UNDANG- UNDANG HUKUM PIDANA,345,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010074,KB-953703,AKUNTANSI SEKTOR PUBLIK,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010027,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010027,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010027,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010027,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010027,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010027,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010027,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010027,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010027,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010027,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010027,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010027,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010027,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010027,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010027,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010027,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010028,KB-486556,akuntasi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010028,KB-486556,akuntasi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010085,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010085,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010085,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010085,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010085,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010085,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010085,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2104010085,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2003010043,KB-442757,PENGANTAR SEMANTIK BAHASA INDONESIA,400,Bahasa,2024-03-06,2024-03-13,Maret,Telah Kembali
2003010043,KB-530226,Semantik leksikal,410,Bahasa,2024-03-06,2024-03-13,Maret,Telah Kembali
2003010043,KB-488022,Linguistik umum,400,Bahasa,2024-03-06,2024-03-13,Maret,Telah Kembali
2003010043,KB-488022,Linguistik umum,400,Bahasa,2024-03-06,2024-03-13,Maret,Telah Kembali
2205040027,KB-866450,HUKUM ACARA PERDATA,341,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2205040027,KB-923147,Hukum acara perdata dalam teori dan praktek,346,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2205040099,KB-214554,KItab Undang-undang Hukum Perdata,348,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2205040099,KB-923147,Hukum acara perdata dalam teori dan praktek,346,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2205040099,KB-750092,Hukum Acara Perdata Lengkap & Praktis,347,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2303010017,KB-231678,KURIKULUM&PEMBELAJARAN KOMPETENSI,371,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2303010017,KB-673937,Pengembangan kurikulum pendidikan : teknologi dan kejujuran,370,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2303070096,KB-404589,Kurikulum dan Pengajaran,370,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2303070096,KB-531329,Dasar-dasar kurikulum bahasa,375,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2303010056,KB-860858,Perencanaan Dan Pengembangan Kurikulum,375,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2303070063,KB-860858,Perencanaan Dan Pengembangan Kurikulum,375,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2303070063,KB-231678,KURIKULUM&PEMBELAJARAN KOMPETENSI,371,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2304120132,KB-080077,THE RULES OF WEALTH,333,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2304120132,KB-776788,Pendidikan kewarganegaraan,324,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2304120132,KB-776788,Pendidikan kewarganegaraan,324,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2304120132,KB-776788,Pendidikan kewarganegaraan,324,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2304120132,KB-776788,Pendidikan kewarganegaraan,324,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2202010018,KB-053305,Pulang pergi,813,Kesusastraan,2024-03-06,2024-03-13,Maret,Telah Kembali
2204010016,KB-270984,Akuntansi UMKM (Usaha Mikro Kecil Menengah),657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2204010016,KB-409006,Komplet akuntansi untuk UKM dan waralaba,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2204010016,KB-451456,Akuntansi usaha kecil menengah (UKM),657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2205030010,KB-208431,Sosiologi Ekonomi,306,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2205030010,KB-893464,Pengantar sosiologi ekonomi,306,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2102040010,KB-326458,Balada Gimpul (novel),813,Kesusastraan,2024-03-06,2024-03-13,Maret,Telah Kembali
2102040020,,50 Ways to ?nd a lover,813,Kesusastraan,2024-03-06,2024-03-13,Maret,Telah Kembali
2305040116,KB-445901,KUHP kitab undang undang hukum pidana,346,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2204010125,KB-442597,Auditing suatu pendekatan terpadu Jilid 2,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2204010125,KB-716164,AKUNTANSI MANAJEMEN,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2204010125,KB-716164,AKUNTANSI MANAJEMEN,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2204010125,KB-716164,AKUNTANSI MANAJEMEN,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2204010125,KB-716164,AKUNTANSI MANAJEMEN,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2204010125,KB-716164,AKUNTANSI MANAJEMEN,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2304010084,KB-684999,Pengantar akuntansi 1 pendekatan siklus akuntansi,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2304010090,KB-742631,KUHP DAN PENJELASANNYA,342,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2304010086,KB-684999,Pengantar akuntansi 1 pendekatan siklus akuntansi,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2305010009,KB-327422,KOMPISISI BAHASA INDONESIA REVISI 4,400,Bahasa,2024-03-06,2024-03-13,Maret,Telah Kembali
2305010001,KB-316052,Tata bahasa praktis bahasa indonesia,415,Bahasa,2024-03-06,2024-03-13,Maret,Telah Kembali
2305010003,KB-946691,Tata bahasa baku bahasa indonesia,400,Bahasa,2024-03-06,2024-03-13,Maret,Telah Kembali
2305010033,KB-359522,BERBAHASA INDONESIA YANG BAIK DAN BENAR,410,Bahasa,2024-03-06,2024-03-13,Maret,Telah Kembali
2305150068,KB-471249,Bahasa indonesia untuk perguruan tinggi,410,Bahasa,2024-03-06,2024-03-13,Maret,Telah Kembali
2305150068,KB-711499,Komposisi Bahasa Indonesia,400,Bahasa,2024-03-06,2024-03-13,Maret,Telah Kembali
2305150068,KB-327422,KOMPISISI BAHASA INDONESIA REVISI 4,400,Bahasa,2024-03-06,2024-03-13,Maret,Telah Kembali
2204010094,KB-365750,Analisis Laporan Keuangan,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2204010094,KB-365750,Analisis Laporan Keuangan,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2204010094,KB-365750,Analisis Laporan Keuangan,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2204010094,KB-451456,Akuntansi usaha kecil menengah (UKM),657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2204010090,KB-496283,Teori tawa dan cara-cara melucu lainnya,813,Kesusastraan,2024-03-06,2024-03-13,Maret,Telah Kembali
2204010090,KB-451456,Akuntansi usaha kecil menengah (UKM),657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2004020018,KB-087404,Metodologi penelitian,1,Karya umum,2024-03-06,2024-03-13,Maret,Telah Kembali
2004020018,KB-087404,Metodologi penelitian,1,Karya umum,2024-03-06,2024-03-13,Maret,Telah Kembali
2004020018,KB-087404,Metodologi penelitian,1,Karya umum,2024-03-06,2024-03-13,Maret,Telah Kembali
2004020018,KB-087404,Metodologi penelitian,1,Karya umum,2024-03-06,2024-03-13,Maret,Telah Kembali
2004020018,KB-087404,Metodologi penelitian,1,Karya umum,2024-03-06,2024-03-13,Maret,Telah Kembali
2004020018,KB-087404,Metodologi penelitian,1,Karya umum,2024-03-06,2024-03-13,Maret,Telah Kembali
2004020018,KB-087404,Metodologi penelitian,1,Karya umum,2024-03-06,2024-03-13,Maret,Telah Kembali
2004020018,KB-787313,Partial least square (PLS),1,Karya umum,2024-03-06,2024-03-13,Maret,Telah Kembali
2204010091,KB-006788,Managerial accounting,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2204010091,KB-006788,Managerial accounting,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2204010091,KB-006788,Managerial accounting,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2305010043,KB-255454,Konsep dan Aplikasi Bahasa Indonesia Untuk Perguruan Tinggi,410,Bahasa,2024-03-06,2024-03-13,Maret,Telah Kembali
2305010043,KB-327422,KOMPISISI BAHASA INDONESIA REVISI 4,400,Bahasa,2024-03-06,2024-03-13,Maret,Telah Kembali
2305010043,KB-373528,Kemahiran berbahasa indonesia sebagai mata kuliah wajib umum di perguruan tinggi,400,Bahasa,2024-03-06,2024-03-13,Maret,Telah Kembali
2205040018,KB-277792,HUKUM ACARA PERADILAN TATA USAHA NEGARA,340,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2205040018,KB-277792,HUKUM ACARA PERADILAN TATA USAHA NEGARA,340,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2205040018,KB-277792,HUKUM ACARA PERADILAN TATA USAHA NEGARA,340,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2205040018,KB-309612,Peradilan tata usaha negara,346,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2204010064,KB-371815,Akuntansi Manajerial Accounting Managerial,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
2203020065,KB-028772,Evaluasi Pembelajaran,371,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2203020065,KB-028772,Evaluasi Pembelajaran,371,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2203020065,KB-028772,Evaluasi Pembelajaran,371,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2203020065,KB-820908,Evaluasi pembelajaran,371,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2303050048,KB-287971,Guru Ideal di Era Digital : Panduan Pemanfaatan Teknologi Untuk Guru Masa Kini,371,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2303050048,KB-867990,BUKU PINTAR BAHASA TUBUH UNTUK GURU,370,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
190384205010,KB-030428,Panduan kreatif membuat bahan ajar inovatif,371,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
190384205010,KB-383004,Media pembelajaran,371,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
190384205010,KB-606720,Pengembangan bahan ajar tematik,371,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2004020009,KB-469043,ALAT ANALISIS DATA,1,Karya umum,2024-03-06,2024-03-13,Maret,Telah Kembali
2004020009,KB-716005,Statistik parametrik untuk penelitian kuantitatif,1,Karya umum,2024-03-06,2024-03-13,Maret,Telah Kembali
2105030007,KB-025772,KAPITA SELEKTA SOSIOLOGI,301,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2304020042,KB-305699,Al-islam pendidikan agama islam,298,Agama,2024-03-06,2024-03-13,Maret,Telah Kembali
2304020042,KB-634256,Pendidikan agama islam untuk perguruan tinggi,298,Agama,2024-03-06,2024-03-13,Maret,Telah Kembali
2303020024,KB-602257,KALKULUS DAN GEOMETRI ANALITIS ED.5 JIL 2,515,Ilmu-ilmu murni,2024-03-06,2024-03-13,Maret,Telah Kembali
197805022011062126,KB-203574,TEORI DAN PRATIK PENELITIAN KUANTITATIF KUALITATIF,1,Karya umum,2024-03-06,2024-09-02,Maret,Telah Kembali
197805022011062126,KB-059391,Pengantar Sosiologi Politik,306,Ilmu-ilmu sosial,2024-03-06,2024-09-02,Maret,Telah Kembali
197805022011062126,KB-059391,Pengantar Sosiologi Politik,306,Ilmu-ilmu sosial,2024-03-06,2024-09-02,Maret,Telah Kembali
197805022011062126,KB-059391,Pengantar Sosiologi Politik,306,Ilmu-ilmu sosial,2024-03-06,2024-09-02,Maret,Telah Kembali
2304230016,KB-523756,10 kisah genocide,910,Geografi dan sejarah,2024-03-06,2024-03-13,Maret,Telah Kembali
2304230016,KB-045185,Douwes Dekker : Sang Inspirator Revolusi,920,Geografi dan sejarah,2024-03-06,2024-03-13,Maret,Telah Kembali
2304230016,KB-392222,The greatest philosophers,920,Geografi dan sejarah,2024-03-06,2024-03-13,Maret,Telah Kembali
2304230009,KB-712321,Untung besar dari reksa dana,330,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
2304230009,KB-843449,Investasi saham ala swing trader dunia,333,Ilmu-ilmu sosial,2024-03-06,2024-03-13,Maret,Telah Kembali
190462201083,KB-636151,Akuntansi sektor publik,657,Ilmu-ilmu terapan,2024-03-06,2024-03-13,Maret,Telah Kembali
