ID Anggota;Kode Eksemplar;Judul;Kode Klasifikasi;Nama Klasifikasi;Tanggal Pinjam;Tanggal Kembali;Bulan Peminjaman;Status peminjaman
2304020079;35546;Etika Bisnis;650;Ilmu-ilmu terapan;2024-04-24;2024-05-02;April;Telah Kembali
2304020072;249;pengantar ilmu ekonomi makro;339;Ilmu-ilmu sosial;2024-04-24;2024-05-02;April;Telah Kembali
2304020072;48687;Etika bisnis dan profesi;174;Filsafat;2024-04-24;2024-05-02;April;Telah Kembali
2304020018;48688;Etika bisnis dan profesi;174;Filsafat;2024-04-24;2024-05-02;April;Telah Kembali
2204010112;49711;Akuntansi manajemen teori dan aplikasi;657;Ilmu-ilmu terapan;2024-04-24;2024-05-02;April;Telah Kembali
2204010112;1624,6;Akuntansi perpajakan;657;Ilmu-ilmu terapan;2024-04-24;2024-05-02;April;Telah Kembali
2005040002;15.320.2;Metode Penelitian Hukum;1;Karya umum;2024-04-24;2024-05-02;April;Telah Kembali
2005040002;29451;Penelitian Hukum Ed. Revisi;340;Ilmu-ilmu sosial;2024-04-24;2024-05-02;April;Telah Kembali
2304120125;32772;MEMAHAMI LAPORAN KEUANGAN;657;Ilmu-ilmu terapan;2024-04-23;2024-04-30;April;Telah Kembali
2304010022;34113;Akuntansi Suatu pengantar buku 2 edisi 5 revisi;657;Ilmu-ilmu terapan;2024-04-23;2024-04-30;April;Telah Kembali
2304120123;2428,8;Pengantar akuntansi berdasarkan SAK ETAP dan IFRS;657;Ilmu-ilmu terapan;2024-04-23;2024-04-30;April;Telah Kembali
2204010062;308PB3.2;Auditing Suatu Pendekatan Terpadu Jilid 1;657;Ilmu-ilmu terapan;2024-04-23;2024-04-30;April;Telah Kembali
2204010048;322PB3.2;Auditing jilid 1;657;Ilmu-ilmu terapan;2024-04-23;2024-04-30;April;Telah Kembali
2204010100;14,061;Auditing jilid 1;657;Ilmu-ilmu terapan;2024-04-23;2024-04-30;April;Telah Kembali
2204010100;24239;Auditing jilid 1;657;Ilmu-ilmu terapan;2024-04-23;2024-04-30;April;Telah Kembali
2204010100;27219;Akuntansi manajemen : alat pengukuran dan pengambilan keputusan manajerial;658;Ilmu-ilmu terapan;2024-04-23;2024-04-30;April;Telah Kembali
2204010093;477,1;Audiiting Pemeriksaan Akuntansi;657;Ilmu-ilmu terapan;2024-04-23;2024-04-30;April;Telah Kembali
2204010091;1876,2;Audiiting Pemeriksaan Akuntansi;657;Ilmu-ilmu terapan;2024-04-23;2024-04-30;April;Telah Kembali
2204010091;49123;Auditing;657;Ilmu-ilmu terapan;2024-04-23;2024-04-30;April;Telah Kembali
2204010090;1876,1;Audiiting Pemeriksaan Akuntansi;657;Ilmu-ilmu terapan;2024-04-23;2024-04-30;April;Telah Kembali
2204010090;49122;Auditing;657;Ilmu-ilmu terapan;2024-04-23;2024-04-30;April;Telah Kembali
2203020010;49839;Teori & praktik menulis karya tulis ilmiah;1;Karya umum;2024-04-23;2024-04-30;April;Telah Kembali
2203020010;1244.3.1;stastistik inferensi untuk ekonomi dan bisnis;310;Ilmu-ilmu sosial;2024-04-23;2024-04-30;April;Telah Kembali
2203020010;32423;PENGANTAR RISET OPERASI EDISI 3;651;Ilmu-ilmu terapan;2024-04-23;2024-04-30;April;Telah Kembali
2203020028;32379;PENGANTAR RISET OPERASI EDISI 3;651;Ilmu-ilmu terapan;2024-04-23;2024-04-30;April;Telah Kembali
2203020028;37660;Belajar dan pembelajaran sains;372;Ilmu-ilmu sosial;2024-04-23;2024-04-30;April;Telah Kembali
2303020030;50312;Kalkulus Jilid 1 Edisi 9;515;Ilmu-ilmu murni;2024-04-23;2024-04-30;April;Telah Kembali
2305050022;24113;The lost synbol;813;Kesusastraan;2024-04-23;2024-04-30;April;Telah Kembali
2305050022;49872;Laut bercerita;813;Kesusastraan;2024-04-23;2024-04-30;April;Telah Kembali
2305180062;45880;Liars & outliers;823;Kesusastraan;2024-04-23;2024-04-30;April;Telah Kembali
2305180062;49888;Gadis kretek;813;Kesusastraan;2024-04-23;2024-04-30;April;Telah Kembali
2304130164;45490;Ambigu kadang hanya dengan menatap aku merasa ingin menatap;895;Kesusastraan;2024-04-23;2024-04-30;April;Telah Kembali
2304130164;49980;Moga bunda disayang allah;813;Kesusastraan;2024-04-23;2024-04-30;April;Telah Kembali
2302010031;577APBN3.2;PSIKOLOGI SASTRA;801;Kesusastraan;2024-04-23;2024-04-30;April;Telah Kembali
2303010050;49833;Si anak savana;813;Kesusastraan;2024-04-23;2024-04-30;April;Telah Kembali
2303010052;49350;A thousand stars for nathan;808;Kesusastraan;2024-04-23;2024-04-30;April;Telah Kembali
2303070089;45668;Aroma Karsa;889;Kesusastraan;2024-04-23;2024-04-30;April;Telah Kembali
2204010031;32064;Akuntansi perpajakan ed.2;657;Ilmu-ilmu terapan;2024-04-23;2024-04-30;April;Telah Kembali
2204010031;2665,2;Akuntansi Manajerial Accounting Managerial;657;Ilmu-ilmu terapan;2024-04-23;2024-04-30;April;Telah Kembali
2004020099;37067;APLIKASI ANALISIS MULTIVARIATE DENGAN PROGRAM IBM SPSS 25 ED.9;310;Ilmu-ilmu sosial;2024-04-23;2024-04-30;April;Telah Kembali
190569201041;1627,3;Sosiologi perkotaan;301;Ilmu-ilmu sosial;2024-04-23;2024-04-30;April;Telah Kembali
2104010050;36344;Pelabuhan Perikanan;551;Ilmu-ilmu murni;2024-04-23;2024-04-30;April;Telah Kembali
2104010050;2243,4;Akuntansi manajemen jilid 2;657;Ilmu-ilmu terapan;2024-04-23;2024-04-30;April;Telah Kembali
2304010045;28168;HUKUM BISNIS;340;Ilmu-ilmu sosial;2024-04-23;2024-04-30;April;Telah Kembali
2304010045;33973;Pengantar ilmu ekonomi makro( teori & soal );330;Ilmu-ilmu sosial;2024-04-23;2024-04-30;April;Telah Kembali
2304010042;33975;Pengantar ilmu ekonomi makro( teori & soal );330;Ilmu-ilmu sosial;2024-04-23;2024-04-30;April;Telah Kembali
2204010005;2239,1;Akuntansi manajemen jil.1;658;Ilmu-ilmu terapan;2024-04-23;2024-04-30;April;Telah Kembali
2204010005;34054;Akuntansi manajemen jil.1;658;Ilmu-ilmu terapan;2024-04-23;2024-04-30;April;Telah Kembali
2104010032;2758,1;Akuntansi keuangan lanjutan buku 1;657;Ilmu-ilmu terapan;2024-04-23;2024-04-30;April;Telah Kembali
2104010032;34264;Akuntansi sektor publik;657;Ilmu-ilmu terapan;2024-04-23;2024-04-30;April;Telah Kembali
2104010034;1051.3.6;Akuntansi sektor publik;657;Ilmu-ilmu terapan;2024-04-23;2024-04-30;April;Telah Kembali
2104010034;40369;Akuntansi sektor publik;657;Ilmu-ilmu terapan;2024-04-23;2024-04-30;April;Telah Kembali
2104010034;378apbn3.2;Akuntansi sektor publik;657;Ilmu-ilmu terapan;2024-04-23;2024-04-30;April;Telah Kembali
2004020099;30012;Metode Penelitian Kuantitatif, Kualitatif dan R&D;1;Karya umum;2024-04-23;2024-04-30;April;Telah Kembali
2004020099;45313;Metode penelitian kuantitatif kualitatif dan R&D Best seller;1;Karya umum;2024-04-23;2024-04-30;April;Telah Kembali
2004010089;25030;SISTEM AKUNTANSI;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2204010134;49044;Akuntansi manajemen biaya sebuah pengantar;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2204010134;24643;AKUNTANSI PAJAK ED.2;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2104010023;28673;Praktikum audit seri 2 buku 1;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2104010023;28355;Auditing petunjuk pembuatan kertas kerja pemeriksaan;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2104010027;1051.3.5;Akuntansi sektor publik;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2104010027;18708;Pratikum audit Buku 1 Edisi 3;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2104010028;5551;AKUNTANSI SEKTOR PUBLIK AKUNTANSI KEUANGAN DAERAH;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2104010028;24305;AKUNTANSI YAYASAN DAN LEMBAGA PUBLIK;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2104010074;24669;AUDITING;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2104010074;1051.3.4;Akuntansi sektor publik;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2104010068;42639;Akuntansi keuangan lanjutan (perspektif Indonesia) buku 2;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2204020109;27224;Akuntansi manajemen : alat pengukuran dan pengambilan keputusan manajerial;658;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2304020106;50059;Makroekonomi : Teori Pengantar Edisi Ketiga;339;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2304130136;41520;Makroekonomi : Teori Pengantar Edisi Ketiga;339;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2304130143;12,103;pengantar ilmu ekonomi;330;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2204010007;17309;Auditing buku 1;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2204010017;2631,2;Auditing buku 2;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2204010017;17339;Auditing;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2204010039;48117;Auditing : teori dan praktik dasar pemeriksaan akuntan publik;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2304020073;SM.262.1;Pengantar ilmu ekonomi edisi ke 3;330;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2304020060;29387;PENGANTAR ILMU EKONOMI EDISI 3;330;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2304130120;316PB3.3;Teori ekonomi mikro suatu pengantar;339;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2304130120;304PB3.3;Makroekonomi;339;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2304130132;311PB3.2;Principles of economics pengantar ekonomi makro;339;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2304020058;U0000142;Ekonomika Makro Edisi Revis;330;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2304020058;34295;PENGANTAR ILMU EKONOMI EDISI 3;330;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2304020085;U0000143;Ekonomika Makro Edisi Revis;330;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2304020085;28330;EKONOMI MAKRO;339;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2304020212;46738;PENGANTAR ILMU EKONOMI EDISI 3;330;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2304020074;P01410001;Pengantar ilmu ekonomi makro( teori & soal );330;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2304020091;21384;EKONOMI MAKRO;339;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2304020091;316PB3.1;Teori ekonomi mikro suatu pengantar;339;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2304020103;45477;Pengantar ekonomi makro edisi 7;339;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2203010038;29405;Pengantar statistik pendidikan;310;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2304130137;2310,3;Akuntansi keuangan intermediate financial reporting buku 1;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2304130227;40392;Pengantar ekonomi makro tinjauan ekonomi syariah;339;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2205040012;111PB3.5;Hukum acara perdata dalam teori dan praktek;346;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2205040012;166PB3.2;HUKUM ACARA PERDATA EDISI KELIMA;347;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2205040012;49332;Perlindungan hak kekayaan  intelektual di era global sebuah kajian kontemporer ed.2;346;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2304130168;47592;Makro ekonomi : aplikasi untuk indonesia;339;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2304130151;272HB3.1;EKONOMI MAKRO;339;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2304020152;28146;Teori ekonomi makro suatu pengantar;339;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2304130178;640;THE GENESIS OF MACROECONOMICS;339;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2204010109;2035,1;Auditing jilid 1 ed.5;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2204010094;2035,4;Auditing jilid 1 ed.5;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2204010094;2502,1;Auditing & jasa assruance pendekatan terintegrasi jilid 1 edisi 15;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2304130153;29386;PENGANTAR ILMU EKONOMI EDISI 3;330;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2304130153;40947;Ekonomi makro pengantar;339;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2304130153;28144;Teori ekonomi makro suatu pengantar;339;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2204010146;11,222;Auditing Suaru Pendekatan Terpadu Edisi 4 Jilid 1;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2204010146;2035,6;Auditing jilid 1 ed.5;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2204010087;2035,3;Auditing jilid 1 ed.5;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2204010087;17693;AUDITING DAN ASURANS;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2304130175;33871;EKONOMI MATEMATIKA BISNIS;330;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2304130175;339MHS3.1;Ekonomi Makro;339;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2304130175;U0000145;Ekonomika Makro Edisi Revis;330;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2204010088;308PB3.3;Auditing Suatu Pendekatan Terpadu Jilid 1;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2204010088;41986;Auditing jilid 1 ed.5;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2204010088;308PB3.1;Auditing Suatu Pendekatan Terpadu Jilid 1;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2204010027;13.057.012;Akuntansi manajemen edisi 3 revisi;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2204010027;2035,7;Auditing jilid 1 ed.5;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2204010023;2035,5;Auditing jilid 1 ed.5;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2105050027;25160;Ekonomi maritim indonesia;330;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2105050027;44846;Memperkuat Kedaulatan Indonesia Di Laut Menuju Poros Maritim Dunia;320;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2105050001;48144;Analisis kebijakan publik panduan praktis mengkaji masalah dan kebijakan sosial;352;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2105050001;27096;Paradigma pengembangan maritim dan energi;334;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2105050001;49592;Foreign policy menuju kebijakan luar negeri level 4;327;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2003010037;45349;JENIS-JENIS TEKS;499;Bahasa;2024-04-22;2024-04-29;April;Telah Kembali
2003010044;30685;Metode Penelitian Kuantitatif, Kualitatif dan R&D;1;Karya umum;2024-04-22;2024-04-29;April;Telah Kembali
2003010044;23480;Prosedur penelitian suatu pendekatan praktik;1;Karya umum;2024-04-22;2024-04-29;April;Telah Kembali
2003010044;20338;Tes bahasa;59;Karya umum;2024-04-22;2024-04-29;April;Telah Kembali
2304120105;28361;AKUNTANSI KEUANGAN INTERMEDIATE ACCOUNTING;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2304010007;35313;panduan praktis standar akuntansi keuangan;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2305140008;155sm3;Hukum administrasi negara;341;Ilmu-ilmu sosial;2024-04-22;2024-04-29;April;Telah Kembali
2204010048;2052,6;AUDITING Norma dan Prosedur Jilid 1 Edisi 9;657;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2204010076;A020001;Akuntansi manajerial : Managerial Accounting, edisi 11;658;Ilmu-ilmu terapan;2024-04-22;2024-04-29;April;Telah Kembali
2303080090;35396;Cara mudah kuasai grammar;425;Bahasa;2024-04-22;2024-04-29;April;Telah Kembali
2303080090;45404;English Skills Booster Grammar Tenses Vocabulary Conversation : Modul Komplet Untuk Latihan Autodidak Bahasa Inggris;425;Bahasa;2024-04-22;2024-04-29;April;Telah Kembali
2303050024;49999;Trik no.1 otodidak pintar percakapan bahasa inggris;422;Bahasa;2024-04-22;2024-04-29;April;Telah Kembali
2104010075;40849;Akuntansi pajak;336;Ilmu-ilmu sosial;2024-04-19;2024-04-26;April;Telah Kembali
2204010013;24171;AKUNTANSI PAJAK ED.2;657;Ilmu-ilmu terapan;2024-04-19;2024-04-26;April;Telah Kembali
2204010013;18715;Akuntansi pajak ed.6;657;Ilmu-ilmu terapan;2024-04-19;2024-04-26;April;Telah Kembali
190462201083;45392;Akuntansi BUMDes (Badan Usaha Milik Desa);657;Ilmu-ilmu terapan;2024-04-19;2024-04-26;April;Telah Kembali
190462201083;17815;Akuntansi desa;657;Ilmu-ilmu terapan;2024-04-19;2024-04-26;April;Telah Kembali
190462201083;21599;Akuntansi Pemerintahan;657;Ilmu-ilmu terapan;2024-04-19;2024-04-26;April;Telah Kembali
2305170074;26248;Hukum perdata indonesia;347;Ilmu-ilmu sosial;2024-04-19;2024-04-26;April;Telah Kembali
2305170119;49898;Sosiologi hukum;340;Ilmu-ilmu sosial;2024-04-19;2024-04-26;April;Telah Kembali
2305170119;26247;Hukum perdata indonesia;347;Ilmu-ilmu sosial;2024-04-19;2024-04-26;April;Telah Kembali
2204010010;269,1;Akuntansi manajemen jil.1;658;Ilmu-ilmu terapan;2024-04-19;2024-04-26;April;Telah Kembali
2204010024;2239,2;Akuntansi manajemen jil.1;658;Ilmu-ilmu terapan;2024-04-19;2024-04-26;April;Telah Kembali
2204010023;2239,3;Akuntansi manajemen jil.1;658;Ilmu-ilmu terapan;2024-04-19;2024-04-26;April;Telah Kembali
2304130155;21395;Business ethics etika bisnis;650;Ilmu-ilmu terapan;2024-04-18;2024-04-25;April;Telah Kembali
2304020050;33484;ETIKA BISNIS EDISI 5;174;Filsafat;2024-04-18;2024-04-25;April;Telah Kembali
2304020050;41889;Etika bisnis dan profesi;174;Filsafat;2024-04-18;2024-04-25;April;Telah Kembali
2304020067;33485;ETIKA BISNIS EDISI 5;174;Filsafat;2024-04-18;2024-04-25;April;Telah Kembali
2304020067;41890;Etika bisnis dan profesi;174;Filsafat;2024-04-18;2024-04-25;April;Telah Kembali
2304130181;U0040012;Pengantar Bisnis;650;Ilmu-ilmu terapan;2024-04-18;2024-04-25;April;Telah Kembali
2304130181;42163;Pengantar Bisnis;650;Ilmu-ilmu terapan;2024-04-18;2024-04-25;April;Telah Kembali
2304130181;26315;Pengantar bisnis;650;Ilmu-ilmu terapan;2024-04-18;2024-04-25;April;Telah Kembali
2304020165;42165;Pengantar Bisnis;650;Ilmu-ilmu terapan;2024-04-18;2024-04-25;April;Telah Kembali
2304020165;49590;Pengantar bisnis;650;Ilmu-ilmu terapan;2024-04-18;2024-04-25;April;Telah Kembali
2304020165;26314;Pengantar bisnis;650;Ilmu-ilmu terapan;2024-04-18;2024-04-25;April;Telah Kembali
2304130139;26313;Pengantar bisnis;650;Ilmu-ilmu terapan;2024-04-18;2024-04-25;April;Telah Kembali
2304130144;18995;Business ethics etika bisnis;650;Ilmu-ilmu terapan;2024-04-18;2024-04-25;April;Telah Kembali
2304130163;42313;Business ethics etika bisnis;650;Ilmu-ilmu terapan;2024-04-18;2024-04-25;April;Telah Kembali
2304130163;29041;Business ethics etika bisnis;650;Ilmu-ilmu terapan;2024-04-18;2024-04-25;April;Telah Kembali
2204020007;48279;Akuntansi manajemen teori dan aplikasi;657;Ilmu-ilmu terapan;2024-04-18;2024-04-25;April;Telah Kembali
2204020030;49102;Akuntansi manajemen pendekatan studi kasus;657;Ilmu-ilmu terapan;2024-04-18;2024-04-25;April;Telah Kembali
2204020038;28379;Akuntansi manajemen edisi 3 revisi;657;Ilmu-ilmu terapan;2024-04-18;2024-04-25;April;Telah Kembali
2205040073;50785;Seni berkata tidak;808;Kesusastraan;2024-04-18;2024-04-25;April;Telah Kembali
2104020119;18974;Akuntansi manajemen edisi 3 revisi;657;Ilmu-ilmu terapan;2024-04-18;2024-04-25;April;Telah Kembali
2104020111;50281;Akuntansi Manajemen untuk perencanaan, pengendalian dan pengembilan keputusan;658;Ilmu-ilmu terapan;2024-04-18;2024-04-25;April;Telah Kembali
2304020025;17467;PENGANTAR EKONOMI MAKRO;339;Ilmu-ilmu sosial;2024-04-18;2024-04-25;April;Telah Kembali
2304020025;249;pengantar ilmu ekonomi makro;339;Ilmu-ilmu sosial;2024-04-18;2024-04-25;April;Telah Kembali
2304020054;45477;Pengantar ekonomi makro edisi 7;339;Ilmu-ilmu sosial;2024-04-18;2024-04-25;April;Telah Kembali
2304020067;33776;Makro ekonomi Indonesia;339;Ilmu-ilmu sosial;2024-04-18;2024-04-25;April;Telah Kembali
2304020050;28144;Teori ekonomi makro suatu pengantar;339;Ilmu-ilmu sosial;2024-04-18;2024-04-25;April;Telah Kembali
2304020047;272HB3.1;EKONOMI MAKRO;339;Ilmu-ilmu sosial;2024-04-18;2024-04-25;April;Telah Kembali
20212005;70213;Analisis obat dalam sediaan farmasi;615;Ilmu-ilmu terapan;2024-04-18;2025-04-18;April;Sedang Dipinjam
20212005;70196;Metodologi penelitian kuantitatif, kualitatif dan mix method ed.2;1;Karya umum;2024-04-18;2025-04-18;April;Sedang Dipinjam
2303010039;P01410002;Pengantar ilmu ekonomi makro( teori & soal );330;Ilmu-ilmu sosial;2024-04-18;2024-04-25;April;Telah Kembali
2004020013;37066;APLIKASI ANALISIS MULTIVARIATE DENGAN PROGRAM IBM SPSS 25 ED.9;310;Ilmu-ilmu sosial;2024-04-18;2024-04-25;April;Telah Kembali
2203020066;32424;PENGANTAR RISET OPERASI EDISI 3;651;Ilmu-ilmu terapan;2024-04-18;2024-04-25;April;Telah Kembali
2203020056;50736;Menunggu itu ada seninya;813;Kesusastraan;2024-04-18;2024-04-25;April;Telah Kembali
2204020055;2000,1;Akuntansi managemen sebuah pengantar;657;Ilmu-ilmu terapan;2024-04-18;2024-04-25;April;Telah Kembali
2305030044;21460;Dinamika politik di Indonesia;320;Ilmu-ilmu sosial;2024-04-18;2024-04-25;April;Telah Kembali
2305030044;2519,4;Etika politik;172;Filsafat;2024-04-18;2024-04-25;April;Telah Kembali
2205050013;26561;POLITIK GLOBAL;324;Ilmu-ilmu sosial;2024-04-18;2024-04-25;April;Telah Kembali
2205050021;35484;TIRAI MENURUN;813;Kesusastraan;2024-04-18;2024-04-25;April;Telah Kembali
2004020088;37067;APLIKASI ANALISIS MULTIVARIATE DENGAN PROGRAM IBM SPSS 25 ED.9;310;Ilmu-ilmu sosial;2024-04-18;2024-04-25;April;Telah Kembali
2304120117;21803;ECONOMICS PENGANTAR MIKRO DAN MAKRO EDISI 5;330;Ilmu-ilmu sosial;2024-04-18;2024-04-25;April;Telah Kembali
2104010085;378APBN3.4;Akuntansi sektor publik;657;Ilmu-ilmu terapan;2024-04-17;2024-04-24;April;Telah Kembali
2104010081;17701;Akuntansi sektor publik;657;Ilmu-ilmu terapan;2024-04-17;2024-04-24;April;Telah Kembali
2104010066;2054.1;AKUNTANSI SEKTOR PUBLIK: Suatu Pengantar;657;Ilmu-ilmu terapan;2024-04-17;2024-04-24;April;Telah Kembali
2004010007;019PB3.1;AKUNTANSI SEKTOR PUBLIK;657;Ilmu-ilmu terapan;2024-04-17;2024-04-24;April;Telah Kembali
2004010007;2244,1;Teori, konsep dan aplikasi Akuntansi sektor publik;657;Ilmu-ilmu terapan;2024-04-17;2024-04-24;April;Telah Kembali
2305020051;2112,5;Hukum administrasi negara;341;Ilmu-ilmu sosial;2024-04-17;2024-04-24;April;Telah Kembali
2305020051;2861,1;Hukum administrasi;342;Ilmu-ilmu sosial;2024-04-17;2024-04-24;April;Telah Kembali
2305020051;19709;Pengantar sosiologi;301;Ilmu-ilmu sosial;2024-04-17;2024-04-24;April;Telah Kembali
2305020070;37775;Pengantar sosiologi;301;Ilmu-ilmu sosial;2024-04-17;2024-04-24;April;Telah Kembali
2305020070;101SM3;Hukum administrasi negara;341;Ilmu-ilmu sosial;2024-04-17;2024-04-24;April;Telah Kembali
2305020070;44440;Hukum administrasi;342;Ilmu-ilmu sosial;2024-04-17;2024-04-24;April;Telah Kembali
2304010018;p01410006;Pengantar ilmu ekonomi makro( teori & soal );330;Ilmu-ilmu sosial;2024-04-17;2024-04-24;April;Telah Kembali
2304010063;47593;Makro ekonomi : aplikasi untuk indonesia;339;Ilmu-ilmu sosial;2024-04-17;2024-04-24;April;Telah Kembali
2304120113;178SM3;Makroekonomi : Teori Pengantar Edisi Ketiga;339;Ilmu-ilmu sosial;2024-04-17;2024-04-24;April;Telah Kembali
2304130117;40177;pengantar ilmu ekonomi makro;339;Ilmu-ilmu sosial;2024-04-17;2024-04-24;April;Telah Kembali
2304130117;43776;The Essence Of Business Ethics (Etika Bisnis);174;Filsafat;2024-04-17;2024-04-24;April;Telah Kembali
2304010011;33972;Pengantar ilmu ekonomi makro( teori & soal );330;Ilmu-ilmu sosial;2024-04-17;2024-04-24;April;Telah Kembali
2304010014;151,16;Pengantar ilmu ekonomi makro( teori & soal );330;Ilmu-ilmu sosial;2024-04-17;2024-04-24;April;Telah Kembali
2304010065;p01410009;Pengantar ilmu ekonomi makro( teori & soal );330;Ilmu-ilmu sosial;2024-04-17;2024-04-24;April;Telah Kembali
2304120121;49195;Ekonomi makro;339;Ilmu-ilmu sosial;2024-04-17;2024-04-24;April;Telah Kembali
2104020101;32606;Metode kuantitatif;1;Karya umum;2024-04-17;2024-04-24;April;Telah Kembali
2104020101;30677;Metode Penelitian Kuantitatif, Kualitatif dan R&D;1;Karya umum;2024-04-17;2024-04-24;April;Telah Kembali
2003020036;1734,1;Prosedur penelitian suatu pendekatan praktik;1;Karya umum;2024-04-17;2024-04-24;April;Telah Kembali
